WKT,Status,x,y,Block
"POINT (4.51025219011481 34.654713680115)",Not Start,4.5102521900,34.6547136800,F2
"POINT (4.51024738467891 34.6547729778231)",Not Start,4.5102473840,34.6547729700,F2
"POINT (4.51024150533519 34.6548448513462)",Not Start,4.5102415050,34.6548448500,F2
"POINT (4.51023562599149 34.6549167248692)",Not Start,4.5102356260,34.6549167200,F2
"POINT (4.5102296558713 34.6549894938026)",Not Start,4.5102296550,34.6549894900,F2
"POINT (4.51022368575112 34.655062262736)",Not Start,4.5102236850,34.6550622600,F2
"POINT (4.51021780640741 34.6551341362591)",Not Start,4.5102178060,34.6551341300,F2
"POINT (4.51021182757364 34.6552059996958)",Not Start,4.5102118270,34.6552059900,F2
"POINT (4.51020595694351 34.6552787787155)",Not Start,4.5102059560,34.6552787700,F2
"POINT (4.51019998682333 34.6553515476489)",Not Start,4.5101999860,34.6553515400,F2
"POINT (4.51019400798956 34.6554234110857)",Not Start,4.5101940080,34.6554234100,F2
"POINT (4.51018920154506 34.6554827187428)",Not Start,4.5101892010,34.6554827100,F2
"POINT (4.51018524343989 34.6555306841241)",Not Start,4.5101852430,34.6555306800,F2
"POINT (4.51018043699536 34.6555899917812)",Not Start,4.5101804370,34.6555899900,F2
"POINT (4.51017455765165 34.6556618653042)",Not Start,4.5101745570,34.6556618600,F2
"POINT (4.51016858753147 34.6557346342376)",Not Start,4.5101685870,34.6557346300,F2
"POINT (4.51016261741128 34.655807403171)",Not Start,4.5101626170,34.6558074000,F2
"POINT (4.51015673806757 34.6558792766941)",Not Start,4.5101567380,34.6558792700,F2
"POINT (4.51015075923383 34.6559511401308)",Not Start,4.5101507590,34.6559511400,F2
"POINT (4.51014488860368 34.6560239191505)",Not Start,4.5101448880,34.6560239100,F2
"POINT (4.5101389184835 34.6560966880839)",Not Start,4.5101389180,34.6560966800,F2
"POINT (4.51013293964973 34.6561685515207)",Not Start,4.5101329390,34.6561685500,F2
"POINT (4.51012706030602 34.6562404250437)",Not Start,4.5101270600,34.6562404200,F2
"POINT (4.51012225386151 34.6562997327008)",Not Start,4.5101222530,34.6562997300,F2
"POINT (4.51011829575635 34.6563476980821)",Not Start,4.5101182950,34.6563476900,F2
"POINT (4.51011348931182 34.6564070057392)",Not Start,4.5101134890,34.6564070000,F2
"POINT (4.51010751047808 34.656478869176)",Not Start,4.5101075100,34.6564788600,F2
"POINT (4.51010163113437 34.6565507426991)",Not Start,4.5101016310,34.6565507400,F2
"POINT (4.51009566101419 34.6566235116325)",Not Start,4.5100956610,34.6566235100,F2
"POINT (4.510089690894 34.6566962805658)",Not Start,4.5100896900,34.6566962800,F2
"POINT (4.51008381155029 34.6567681540889)",Not Start,4.5100838110,34.6567681500,F2
"POINT (4.51007793220655 34.656840027612)",Not Start,4.5100779320,34.6568400200,F2
"POINT (4.51007196208637 34.6569127965453)",Not Start,4.5100719620,34.6569127900,F2
"POINT (4.51006599196618 34.6569855654787)",Not Start,4.5100659920,34.6569855600,F2
"POINT (4.51006011262247 34.6570574390018)",Not Start,4.5100601120,34.6570574300,F2
"POINT (4.51005530617797 34.6571167466589)",Not Start,4.5100553060,34.6571167400,F2
"POINT (4.51005134807281 34.6571647120402)",Not Start,4.5100513480,34.6571647100,F2
"POINT (4.51004644213825 34.657224009611)",Not Start,4.5100464420,34.6572240000,F2
"POINT (4.51004056279453 34.6572958831341)",Not Start,4.5100405620,34.6572958800,F2
"POINT (4.51003459267435 34.6573686520675)",Not Start,4.5100345920,34.6573686500,F2
"POINT (4.51002862255417 34.6574414210008)",Not Start,4.5100286220,34.6574414200,F2
"POINT (4.51002274321046 34.6575132945239)",Not Start,4.5100227430,34.6575132900,F2
"POINT (4.51001686386675 34.657585168047)",Not Start,4.5100168630,34.6575851600,F2
"POINT (4.51001089374653 34.6576579369803)",Not Start,4.5100108930,34.6576579300,F2
"POINT (4.51000492362635 34.6577307059137)",Not Start,4.5100049230,34.6577307000,F2
"POINT (4.50999904428264 34.6578025794368)",Not Start,4.5099990440,34.6578025700,F2
"POINT (4.50999316493893 34.6578744529599)",Not Start,4.5099931640,34.6578744500,F2
"POINT (4.50998835950305 34.657933750668)",Not Start,4.5099883590,34.6579337500,F2
"POINT (4.51032969321612 34.6547205422855)",Not Start,4.5103296930,34.6547205400,F2
"POINT (4.51032488778025 34.6547798399936)",Not Start,4.5103248870,34.6547798400,F2
"POINT (4.51031900843654 34.6548517135167)",Not Start,4.5103190080,34.6548517100,F2
"POINT (4.5103131290928 34.6549235870398)",Not Start,4.5103131290,34.6549235800,F2
"POINT (4.51030715897262 34.6549963559731)",Not Start,4.5103071590,34.6549963500,F2
"POINT (4.5103011878438 34.6550691348555)",Not Start,4.5103011870,34.6550691300,F2
"POINT (4.51029530850009 34.6551410083786)",Not Start,4.5102953080,34.6551410000,F2
"POINT (4.51028942915638 34.6552128819016)",Not Start,4.5102894290,34.6552128800,F2
"POINT (4.5102834590362 34.655285650835)",Not Start,4.5102834590,34.6552856500,F2
"POINT (4.51027748891602 34.6553584197684)",Not Start,4.5102774880,34.6553584100,F2
"POINT (4.5102716095723 34.6554302932915)",Not Start,4.5102716090,34.6554302900,F2
"POINT (4.51026670464637 34.6554895809133)",Not Start,4.5102667040,34.6554895800,F2
"POINT (4.51026274553258 34.6555375562436)",Not Start,4.5102627450,34.6555375500,F2
"POINT (4.51025794009671 34.6555968539517)",Not Start,4.5102579400,34.6555968500,F2
"POINT (4.510252060753 34.6556687274748)",Not Start,4.5102520600,34.6556687200,F2
"POINT (4.51024609063278 34.6557414964081)",Not Start,4.5102460900,34.6557414900,F2
"POINT (4.5102401205126 34.6558142653415)",Not Start,4.5102401200,34.6558142600,F2
"POINT (4.51023424016026 34.6558861488136)",Not Start,4.5102342400,34.6558861400,F2
"POINT (4.51022836081655 34.6559580223366)",Not Start,4.5102283600,34.6559580200,F2
"POINT (4.51022239069637 34.65603079127)",Not Start,4.5102223900,34.6560307900,F2
"POINT (4.51021642057618 34.6561035602034)",Not Start,4.5102164200,34.6561035600,F2
"POINT (4.51021054123247 34.6561754337265)",Not Start,4.5102105410,34.6561754300,F2
"POINT (4.51020456239873 34.6562472971632)",Not Start,4.5102045620,34.6562472900,F2
"POINT (4.51019975696283 34.6563065948714)",Not Start,4.5101997570,34.6563065900,F2
"POINT (4.51019579784904 34.6563545702017)",Not Start,4.5101957970,34.6563545700,F2
"POINT (4.51019099241316 34.6564138679098)",Not Start,4.5101909920,34.6564138600,F2
"POINT (4.51018501357939 34.6564857313465)",Not Start,4.5101850130,34.6564857300,F2
"POINT (4.51017913423568 34.6565576048696)",Not Start,4.5101791340,34.6565576000,F2
"POINT (4.5101731641155 34.656630373803)",Not Start,4.5101731640,34.6566303700,F2
"POINT (4.51016719399532 34.6567031427364)",Not Start,4.5101671940,34.6567031400,F2
"POINT (4.51016131465161 34.6567750162594)",Not Start,4.5101613140,34.6567750100,F2
"POINT (4.5101554353079 34.6568468897825)",Not Start,4.5101554350,34.6568468800,F2
"POINT (4.51014946417908 34.6569196686649)",Not Start,4.5101494640,34.6569196600,F2
"POINT (4.5101434940589 34.6569924375983)",Not Start,4.5101434940,34.6569924300,F2
"POINT (4.51013761471519 34.6570643111213)",Not Start,4.5101376140,34.6570643100,F2
"POINT (4.51013280927928 34.6571236088294)",Not Start,4.5101328090,34.6571236000,F2
"POINT (4.51012885016549 34.6571715841597)",Not Start,4.5101288500,34.6571715800,F2
"POINT (4.51012394523956 34.6572308717816)",Not Start,4.5101239450,34.6572308700,F2
"POINT (4.51011806589585 34.6573027453046)",Not Start,4.5101180650,34.6573027400,F2
"POINT (4.51011209577567 34.657375514238)",Not Start,4.5101120950,34.6573755100,F2
"POINT (4.51010612565548 34.6574482831714)",Not Start,4.5101061250,34.6574482800,F2
"POINT (4.51010024631177 34.6575201566944)",Not Start,4.5101002460,34.6575201500,F2
"POINT (4.51009436696806 34.6575920302175)",Not Start,4.5100943670,34.6575920300,F2
"POINT (4.51008839583925 34.6576648090999)",Not Start,4.5100883950,34.6576648000,F2
"POINT (4.51008242571907 34.6577375780333)",Not Start,4.5100824250,34.6577375700,F2
"POINT (4.51007654637536 34.6578094515563)",Not Start,4.5100765460,34.6578094500,F2
"POINT (4.51007066703165 34.6578813250794)",Not Start,4.5100706670,34.6578813200,F2
"POINT (4.51006586159574 34.6579406227875)",Not Start,4.5100658610,34.6579406200,F2
"POINT (4.51040729479887 34.6547274244913)",Not Start,4.5104072940,34.6547274200,F2
"POINT (4.51040238987294 34.6547867121132)",Not Start,4.5104023890,34.6547867100,F2
"POINT (4.51039651052923 34.6548585856362)",Not Start,4.5103965100,34.6548585800,F2
"POINT (4.51039063118552 34.6549304591593)",Not Start,4.5103906310,34.6549304500,F2
"POINT (4.51038466106533 34.6550032280927)",Not Start,4.5103846610,34.6550032200,F2
"POINT (4.51037869094515 34.655075997026)",Not Start,4.5103786900,34.6550759900,F2
"POINT (4.51037281160144 34.6551478705491)",Not Start,4.5103728110,34.6551478700,F2
"POINT (4.51036693225773 34.6552197440722)",Not Start,4.5103669320,34.6552197400,F2
"POINT (4.51036096213754 34.6552925130055)",Not Start,4.5103609620,34.6552925100,F2
"POINT (4.51035499201736 34.6553652819389)",Not Start,4.5103549920,34.6553652800,F2
"POINT (4.51034911267362 34.655437155462)",Not Start,4.5103491120,34.6554371500,F2
"POINT (4.51034420673909 34.6554964530328)",Not Start,4.5103442060,34.6554964500,F2
"POINT (4.51034024863393 34.6555444184141)",Not Start,4.5103402480,34.6555444100,F2
"POINT (4.51033544218939 34.6556037260712)",Not Start,4.5103354420,34.6556037200,F2
"POINT (4.51032956284568 34.6556755995943)",Not Start,4.5103295620,34.6556755900,F2
"POINT (4.5103235927255 34.6557483685277)",Not Start,4.5103235920,34.6557483600,F2
"POINT (4.51031762260531 34.655821137461)",Not Start,4.5103176220,34.6558211300,F2
"POINT (4.5103117432616 34.6558930109841)",Not Start,4.5103117430,34.6558930100,F2
"POINT (4.51030586391789 34.6559648845072)",Not Start,4.5103058630,34.6559648800,F2
"POINT (4.51029989379771 34.6560376534405)",Not Start,4.5102998930,34.6560376500,F2
"POINT (4.51029392367753 34.6561104223739)",Not Start,4.5102939230,34.6561104200,F2
"POINT (4.51028804433382 34.656182295897)",Not Start,4.5102880440,34.6561822900,F2
"POINT (4.51028206550005 34.6562541593338)",Not Start,4.5102820650,34.6562541500,F2
"POINT (4.51027725905554 34.6563134669909)",Not Start,4.5102772590,34.6563134600,F2
"POINT (4.51027330095038 34.6563614323722)",Not Start,4.5102733010,34.6563614300,F2
"POINT (4.51026849450585 34.6564207400293)",Not Start,4.5102684940,34.6564207400,F2
"POINT (4.51026261516214 34.6564926135524)",Not Start,4.5102626150,34.6564926100,F2
"POINT (4.5102566363284 34.6565644769891)",Not Start,4.5102566360,34.6565644700,F2
"POINT (4.51025076569825 34.6566372560088)",Not Start,4.5102507650,34.6566372500,F2
"POINT (4.51024479557806 34.6567100249422)",Not Start,4.5102447950,34.6567100200,F2
"POINT (4.51023881674432 34.656781888379)",Not Start,4.5102388160,34.6567818800,F2
"POINT (4.51023293740058 34.656853761902)",Not Start,4.5102329370,34.6568537600,F2
"POINT (4.5102269672804 34.6569265308354)",Not Start,4.5102269670,34.6569265300,F2
"POINT (4.51022099716021 34.6569992997688)",Not Start,4.5102209970,34.6569992900,F2
"POINT (4.5102151178165 34.6570711732918)",Not Start,4.5102151170,34.6570711700,F2
"POINT (4.510210311372 34.657130480949)",Not Start,4.5102103110,34.6571304800,F2
"POINT (4.51020635326684 34.6571784463302)",Not Start,4.5102063530,34.6571784400,F2
"POINT (4.51020154783093 34.6572377440383)",Not Start,4.5102015470,34.6572377400,F2
"POINT (4.51019556798857 34.6573096174241)",Not Start,4.5101955680,34.6573096100,F2
"POINT (4.51018959786838 34.6573823863575)",Not Start,4.5101895970,34.6573823800,F2
"POINT (4.51018372723823 34.6574551653772)",Not Start,4.5101837270,34.6574551600,F2
"POINT (4.51017774840449 34.657527028814)",Not Start,4.5101777480,34.6575270200,F2
"POINT (4.51017186906078 34.657598902337)",Not Start,4.5101718690,34.6575989000,F2
"POINT (4.51016589894057 34.6576716712704)",Not Start,4.5101658980,34.6576716700,F2
"POINT (4.51015992882038 34.6577444402038)",Not Start,4.5101599280,34.6577444400,F2
"POINT (4.51015404947667 34.6578163137268)",Not Start,4.5101540490,34.6578163100,F2
"POINT (4.51014817013296 34.6578881872499)",Not Start,4.5101481700,34.6578881800,F2
"POINT (4.51014336469709 34.657947484958)",Not Start,4.5101433640,34.6579474800,F2
"POINT (4.51048479790018 34.6547342866619)",Not Start,4.5104847970,34.6547342800,F2
"POINT (4.51047989297428 34.6547935742837)",Not Start,4.5104798930,34.6547935700,F2
"POINT (4.51047401363057 34.6548654478067)",Not Start,4.5104740130,34.6548654400,F2
"POINT (4.51046813428686 34.6549373213298)",Not Start,4.5104681340,34.6549373200,F2
"POINT (4.51046216416665 34.6550100902632)",Not Start,4.5104621640,34.6550100900,F2
"POINT (4.51045619303783 34.6550828691456)",Not Start,4.5104561930,34.6550828600,F2
"POINT (4.51045031369413 34.6551547426686)",Not Start,4.5104503130,34.6551547400,F2
"POINT (4.51044443435041 34.6552266161917)",Not Start,4.5104444340,34.6552266100,F2
"POINT (4.51043846423023 34.6552993851251)",Not Start,4.5104384640,34.6552993800,F2
"POINT (4.51043249411005 34.6553721540585)",Not Start,4.5104324940,34.6553721500,F2
"POINT (4.51042661476634 34.6554440275815)",Not Start,4.5104266140,34.6554440200,F2
"POINT (4.5104217098404 34.6555033152033)",Not Start,4.5104217090,34.6555033100,F2
"POINT (4.51041775072661 34.6555512905336)",Not Start,4.5104177500,34.6555512900,F2
"POINT (4.51041294529074 34.6556105882418)",Not Start,4.5104129450,34.6556105800,F2
"POINT (4.51040706594703 34.6556824617648)",Not Start,4.5104070650,34.6556824600,F2
"POINT (4.51040109582684 34.6557552306982)",Not Start,4.5104010950,34.6557552300,F2
"POINT (4.51039512570663 34.6558279996316)",Not Start,4.5103951250,34.6558279900,F2
"POINT (4.51038924636292 34.6558998731546)",Not Start,4.5103892460,34.6558998700,F2
"POINT (4.51038336701921 34.6559717466777)",Not Start,4.5103833670,34.6559717400,F2
"POINT (4.5103773958904 34.6560445255601)",Not Start,4.5103773950,34.6560445200,F2
"POINT (4.51037142577021 34.6561172944935)",Not Start,4.5103714250,34.6561172900,F2
"POINT (4.5103655464265 34.6561891680165)",Not Start,4.5103655460,34.6561891600,F2
"POINT (4.51035966708279 34.6562610415396)",Not Start,4.5103596670,34.6562610400,F2
"POINT (4.51035476215686 34.6563203291614)",Not Start,4.5103547620,34.6563203200,F2
"POINT (4.51035080304307 34.6563683044917)",Not Start,4.5103508030,34.6563683000,F2
"POINT (4.51034599760719 34.6564276021998)",Not Start,4.5103459970,34.6564276000,F2
"POINT (4.51034011826348 34.6564994757229)",Not Start,4.5103401180,34.6564994700,F2
"POINT (4.51033423891977 34.6565713492459)",Not Start,4.5103342380,34.6565713400,F2
"POINT (4.51032826879956 34.6566441181793)",Not Start,4.5103282680,34.6566441100,F2
"POINT (4.51032229867937 34.6567168871127)",Not Start,4.5103222980,34.6567168800,F2
"POINT (4.51031641933567 34.6567887606357)",Not Start,4.5103164190,34.6567887600,F2
"POINT (4.51031044050193 34.6568606240726)",Not Start,4.5103104400,34.6568606200,F2
"POINT (4.51030446937311 34.6569334029549)",Not Start,4.5103044690,34.6569334000,F2
"POINT (4.51029859874296 34.6570061819746)",Not Start,4.5102985980,34.6570061800,F2
"POINT (4.51029261990922 34.6570780454114)",Not Start,4.5102926190,34.6570780400,F2
"POINT (4.51028781447332 34.6571373431195)",Not Start,4.5102878140,34.6571373400,F2
"POINT (4.51028385535952 34.6571853184498)",Not Start,4.5102838550,34.6571853100,F2
"POINT (4.51027904992365 34.6572446161579)",Not Start,4.5102790490,34.6572446100,F2
"POINT (4.51027307108988 34.6573164795947)",Not Start,4.5102730710,34.6573164700,F2
"POINT (4.51026720045975 34.6573892586143)",Not Start,4.5102672000,34.6573892500,F2
"POINT (4.51026123033954 34.6574620275477)",Not Start,4.5102612300,34.6574620200,F2
"POINT (4.5102552515058 34.6575338909845)",Not Start,4.5102552510,34.6575338900,F2
"POINT (4.51024937216209 34.6576057645075)",Not Start,4.5102493720,34.6576057600,F2
"POINT (4.51024340204191 34.6576785334409)",Not Start,4.5102434020,34.6576785300,F2
"POINT (4.5102374309131 34.6577513123233)",Not Start,4.5102374300,34.6577513100,F2
"POINT (4.51023155156939 34.6578231858464)",Not Start,4.5102315510,34.6578231800,F2
"POINT (4.51022567222568 34.6578950593694)",Not Start,4.5102256720,34.6578950500,F2
"POINT (4.51022086678977 34.6579543570775)",Not Start,4.5102208660,34.6579543500,F2
"POINT (4.51056230100153 34.6547411488324)",Not Start,4.5105623010,34.6547411400,F2
"POINT (4.51055739506697 34.6548004464032)",Not Start,4.5105573950,34.6548004400,F2
"POINT (4.51055151572326 34.6548723199263)",Not Start,4.5105515150,34.6548723100,F2
"POINT (4.51054563637955 34.6549441934493)",Not Start,4.5105456360,34.6549441900,F2
"POINT (4.51053966625936 34.6550169623827)",Not Start,4.5105396660,34.6550169600,F2
"POINT (4.51053369613918 34.6550897313161)",Not Start,4.5105336960,34.6550897300,F2
"POINT (4.51052781679547 34.6551616048392)",Not Start,4.5105278160,34.6551616000,F2
"POINT (4.51052193745176 34.6552334783622)",Not Start,4.5105219370,34.6552334700,F2
"POINT (4.51051596733157 34.6553062472956)",Not Start,4.5105159670,34.6553062400,F2
"POINT (4.51050999721139 34.655379016229)",Not Start,4.5105099970,34.6553790100,F2
"POINT (4.51050411786765 34.655450889752)",Not Start,4.5105041170,34.6554508800,F2
"POINT (4.51049921193312 34.6555101873229)",Not Start,4.5104992110,34.6555101800,F2
"POINT (4.51049535331799 34.6555581627904)",Not Start,4.5104953530,34.6555581600,F2
"POINT (4.51049044738342 34.6556174603613)",Not Start,4.5104904470,34.6556174600,F2
"POINT (4.51048456803971 34.6556893338843)",Not Start,4.5104845680,34.6556893300,F2
"POINT (4.51047859791953 34.6557621028177)",Not Start,4.5104785970,34.6557621000,F2
"POINT (4.51047262779934 34.6558348717511)",Not Start,4.5104726270,34.6558348700,F2
"POINT (4.51046674845563 34.6559067452742)",Not Start,4.5104667480,34.6559067400,F2
"POINT (4.51046086911193 34.6559786187972)",Not Start,4.5104608690,34.6559786100,F2
"POINT (4.51045489899174 34.6560513877306)",Not Start,4.5104548990,34.6560513800,F2
"POINT (4.51044892887156 34.656124156664)",Not Start,4.5104489280,34.6561241500,F2
"POINT (4.51044304952785 34.656196030187)",Not Start,4.5104430490,34.6561960300,F2
"POINT (4.51043717018411 34.6562679037101)",Not Start,4.5104371700,34.6562679000,F2
"POINT (4.51043226424957 34.6563272012809)",Not Start,4.5104322640,34.6563272000,F2
"POINT (4.51042830614441 34.6563751666622)",Not Start,4.5104283060,34.6563751600,F2
"POINT (4.51042349969988 34.6564344743193)",Not Start,4.5104234990,34.6564344700,F2
"POINT (4.51041762035617 34.6565063478424)",Not Start,4.5104176200,34.6565063400,F2
"POINT (4.51041174101246 34.6565782213655)",Not Start,4.5104117410,34.6565782200,F2
"POINT (4.51040577089228 34.6566509902988)",Not Start,4.5104057700,34.6566509900,F2
"POINT (4.51039980077209 34.6567237592322)",Not Start,4.5103998000,34.6567237500,F2
"POINT (4.51039392142838 34.6567956327553)",Not Start,4.5103939210,34.6567956300,F2
"POINT (4.51038794259464 34.6568674961921)",Not Start,4.5103879420,34.6568674900,F2
"POINT (4.51038207196449 34.6569402752117)",Not Start,4.5103820720,34.6569402700,F2
"POINT (4.5103761018443 34.6570130441451)",Not Start,4.5103761010,34.6570130400,F2
"POINT (4.51037012301054 34.6570849075819)",Not Start,4.5103701230,34.6570849000,F2
"POINT (4.51036531656603 34.657144215239)",Not Start,4.5103653160,34.6571442100,F2
"POINT (4.51036135846087 34.6571921806203)",Not Start,4.5103613580,34.6571921800,F2
"POINT (4.51035655302496 34.6572514783284)",Not Start,4.5103565530,34.6572514700,F2
"POINT (4.51035067368125 34.6573233518515)",Not Start,4.5103506730,34.6573233500,F2
"POINT (4.51034470255244 34.6573961307339)",Not Start,4.5103447020,34.6573961300,F2
"POINT (4.51033873243226 34.6574688996672)",Not Start,4.5103387320,34.6574688900,F2
"POINT (4.51033285308855 34.6575407731903)",Not Start,4.5103328530,34.6575407700,F2
"POINT (4.51032687425481 34.6576126366271)",Not Start,4.5103268740,34.6576126300,F2
"POINT (4.51032090413463 34.6576854055604)",Not Start,4.5103209040,34.6576854000,F2
"POINT (4.51031503350447 34.6577581845801)",Not Start,4.5103150330,34.6577581800,F2
"POINT (4.5103090546707 34.6578300480169)",Not Start,4.5103090540,34.6578300400,F2
"POINT (4.51030317532699 34.65790192154)",Not Start,4.5103031750,34.6579019200,F2
"POINT (4.51029836989112 34.6579612192481)",Not Start,4.5102983690,34.6579612100,F2
"POINT (4.51063980309422 34.6547480209519)",Not Start,4.5106398030,34.6547480200,F2
"POINT (4.51063489816831 34.6548073085737)",Not Start,4.5106348980,34.6548073000,F2
"POINT (4.5106290188246 34.6548791820968)",Not Start,4.5106290180,34.6548791800,F2
"POINT (4.51062313948089 34.6549510556199)",Not Start,4.5106231390,34.6549510500,F2
"POINT (4.51061716936068 34.6550238245532)",Not Start,4.5106171690,34.6550238200,F2
"POINT (4.51061119823187 34.6550966034356)",Not Start,4.5106111980,34.6550966000,F2
"POINT (4.51060531888816 34.6551684769587)",Not Start,4.5106053180,34.6551684700,F2
"POINT (4.51059943954445 34.6552403504818)",Not Start,4.5105994390,34.6552403500,F2
"POINT (4.51059346942426 34.6553131194151)",Not Start,4.5105934690,34.6553131100,F2
"POINT (4.51058749930408 34.6553858883485)",Not Start,4.5105874990,34.6553858800,F2
"POINT (4.51058161996037 34.6554577618716)",Not Start,4.5105816200,34.6554577600,F2
"POINT (4.51057671503443 34.6555170494934)",Not Start,4.5105767150,34.6555170400,F2
"POINT (4.51057285541067 34.65556503491)",Not Start,4.5105728550,34.6555650300,F2
"POINT (4.51056795048477 34.6556243225318)",Not Start,4.5105679500,34.6556243200,F2
"POINT (4.51056207114106 34.6556961960549)",Not Start,4.5105620710,34.6556961900,F2
"POINT (4.51055610102087 34.6557689649882)",Not Start,4.5105561010,34.6557689600,F2
"POINT (4.51055013090066 34.6558417339216)",Not Start,4.5105501300,34.6558417300,F2
"POINT (4.51054425155695 34.6559136074447)",Not Start,4.5105442510,34.6559136000,F2
"POINT (4.51053837221324 34.6559854809677)",Not Start,4.5105383720,34.6559854800,F2
"POINT (4.51053240108443 34.6560582598501)",Not Start,4.5105324010,34.6560582500,F2
"POINT (4.51052643096424 34.6561310287835)",Not Start,4.5105264310,34.6561310200,F2
"POINT (4.51052055162053 34.6562029023066)",Not Start,4.5105205510,34.6562029000,F2
"POINT (4.51051467227682 34.6562747758296)",Not Start,4.5105146720,34.6562747700,F2
"POINT (4.51050976735089 34.6563340634515)",Not Start,4.5105097670,34.6563340600,F2
"POINT (4.5105058082371 34.6563820387818)",Not Start,4.5105058080,34.6563820300,F2
"POINT (4.51050100280122 34.6564413364899)",Not Start,4.5105010020,34.6564413300,F2
"POINT (4.51049512345751 34.6565132100129)",Not Start,4.5104951230,34.6565132100,F2
"POINT (4.5104892441138 34.656585083536)",Not Start,4.5104892440,34.6565850800,F2
"POINT (4.51048327399359 34.6566578524694)",Not Start,4.5104832740,34.6566578500,F2
"POINT (4.51047730387341 34.6567306214027)",Not Start,4.5104773030,34.6567306200,F2
"POINT (4.5104714245297 34.6568024949258)",Not Start,4.5104714240,34.6568024900,F2
"POINT (4.51046554518599 34.6568743684489)",Not Start,4.5104655450,34.6568743600,F2
"POINT (4.51045957405717 34.6569471473313)",Not Start,4.5104595740,34.6569471400,F2
"POINT (4.51045360393699 34.6570199162646)",Not Start,4.5104536030,34.6570199100,F2
"POINT (4.51044772459328 34.6570917897877)",Not Start,4.5104477240,34.6570917800,F2
"POINT (4.51044281966735 34.6571510774095)",Not Start,4.5104428190,34.6571510700,F2
"POINT (4.51043886055356 34.6571990527398)",Not Start,4.5104388600,34.6571990500,F2
"POINT (4.51043405511768 34.6572583504479)",Not Start,4.5104340550,34.6572583500,F2
"POINT (4.51042817577397 34.657330223971)",Not Start,4.5104281750,34.6573302200,F2
"POINT (4.51042220565379 34.6574029929044)",Not Start,4.5104222050,34.6574029900,F2
"POINT (4.51041623553357 34.6574757618378)",Not Start,4.5104162350,34.6574757600,F2
"POINT (4.51041035618986 34.6575476353608)",Not Start,4.5104103560,34.6575476300,F2
"POINT (4.51040437735612 34.6576194987976)",Not Start,4.5104043770,34.6576194900,F2
"POINT (4.51039850672597 34.6576922778172)",Not Start,4.5103985060,34.6576922700,F2
"POINT (4.51039253559716 34.6577650566996)",Not Start,4.5103925350,34.6577650500,F2
"POINT (4.51038655676342 34.6578369201364)",Not Start,4.5103865560,34.6578369200,F2
"POINT (4.51038067741971 34.6579087936595)",Not Start,4.5103806770,34.6579087900,F2
"POINT (4.5103758719838 34.6579680913676)",Not Start,4.5103758720,34.6579680900,F2
"POINT (4.51071730619556 34.6547548831224)",Not Start,4.5107173060,34.6547548800,F2
"POINT (4.510712400261 34.6548141806933)",Not Start,4.5107124000,34.6548141800,F2
"POINT (4.51070652091729 34.6548860542163)",Not Start,4.5107065200,34.6548860500,F2
"POINT (4.51070064157358 34.6549579277394)",Not Start,4.5107006410,34.6549579200,F2
"POINT (4.51069467145339 34.6550306966728)",Not Start,4.5106946710,34.6550306900,F2
"POINT (4.51068870133321 34.6551034656062)",Not Start,4.5106887010,34.6551034600,F2
"POINT (4.5106828219895 34.6551753391292)",Not Start,4.5106828220,34.6551753300,F2
"POINT (4.51067694264579 34.6552472126523)",Not Start,4.5106769420,34.6552472100,F2
"POINT (4.51067097252561 34.6553199815857)",Not Start,4.5106709720,34.6553199800,F2
"POINT (4.51066500240542 34.655392750519)",Not Start,4.5106650020,34.6553927500,F2
"POINT (4.51065912306171 34.6554646240421)",Not Start,4.5106591230,34.6554646200,F2
"POINT (4.51065421712715 34.6555239216129)",Not Start,4.5106542170,34.6555239200,F2
"POINT (4.51065035851202 34.6555718970805)",Not Start,4.5106503580,34.6555718900,F2
"POINT (4.51064545257745 34.6556311946513)",Not Start,4.5106454520,34.6556311900,F2
"POINT (4.51063957323374 34.6557030681744)",Not Start,4.5106395730,34.6557030600,F2
"POINT (4.51063360311356 34.6557758371078)",Not Start,4.5106336030,34.6557758300,F2
"POINT (4.51062763299338 34.6558486060412)",Not Start,4.5106276330,34.6558486000,F2
"POINT (4.51062175364967 34.6559204795642)",Not Start,4.5106217530,34.6559204700,F2
"POINT (4.51061587430596 34.6559923530873)",Not Start,4.5106158740,34.6559923500,F2
"POINT (4.51060990418577 34.6560651220207)",Not Start,4.5106099040,34.6560651200,F2
"POINT (4.51060393406559 34.656137890954)",Not Start,4.5106039340,34.6561378900,F2
"POINT (4.51059805472188 34.6562097644771)",Not Start,4.5105980540,34.6562097600,F2
"POINT (4.51059217537817 34.6562816380002)",Not Start,4.5105921750,34.6562816300,F2
"POINT (4.51058726944361 34.656340935571)",Not Start,4.5105872690,34.6563409300,F2
"POINT (4.51058341082847 34.6563889110386)",Not Start,4.5105834100,34.6563889100,F2
"POINT (4.51057850489391 34.6564482086094)",Not Start,4.5105785040,34.6564482000,F2
"POINT (4.5105726255502 34.6565200821325)",Not Start,4.5105726250,34.6565200800,F2
"POINT (4.51056674620649 34.6565919556555)",Not Start,4.5105667460,34.6565919500,F2
"POINT (4.51056077608631 34.6566647245889)",Not Start,4.5105607760,34.6566647200,F2
"POINT (4.51055480596612 34.6567374935223)",Not Start,4.5105548060,34.6567374900,F2
