WKT,Status,x,y,Block
"POINT (4.5284076602444 34.6632623982733)",Electrical,4.5284076600,34.6632623900,A1
"POINT (4.52840169012422 34.6633351672067)",Electrical,4.5284016900,34.6633351600,A1
"POINT (4.52839580977185 34.6634070506787)",Electrical,4.5283958090,34.6634070500,A1
"POINT (4.52838993042814 34.6634789242018)",Electrical,4.5283899300,34.6634789200,A1
"POINT (4.52838396030796 34.6635516931352)",Electrical,4.5283839600,34.6635516900,A1
"POINT (4.52837799018778 34.6636244620686)",Electrical,4.5283779900,34.6636244600,A1
"POINT (4.52837211084407 34.6636963355916)",Electrical,4.5283721100,34.6636963300,A1
"POINT (4.52836623150036 34.6637682091147)",Electrical,4.5283662310,34.6637682000,A1
"POINT (4.52836132657442 34.6638274967365)",Electrical,4.5283613260,34.6638274900,A1
"POINT (4.52870285926758 34.6606143085266)",Electrical,4.5287028590,34.6606143000,A1
"POINT (4.52869795434165 34.6606735961485)",Electrical,4.5286979540,34.6606735900,A1
"POINT (4.52869207499794 34.6607454696715)",Electrical,4.5286920750,34.6607454600,A1
"POINT (4.52868619565423 34.6608173431946)",Electrical,4.5286861950,34.6608173400,A1
"POINT (4.52868022553404 34.660890112128)",Electrical,4.5286802250,34.6608901100,A1
"POINT (4.52867425541386 34.6609628810614)",Electrical,4.5286742550,34.6609628800,A1
"POINT (4.52866837607015 34.6610347545844)",Electrical,4.5286683760,34.6610347500,A1
"POINT (4.52866249672644 34.6611066281075)",Electrical,4.5286624960,34.6611066200,A1
"POINT (4.52865652660625 34.6611793970409)",Electrical,4.5286565260,34.6611793900,A1
"POINT (4.52865055547744 34.6612521759232)",Electrical,4.5286505550,34.6612521700,A1
"POINT (4.52864467613373 34.6613240494463)",Electrical,4.5286446760,34.6613240400,A1
"POINT (4.5286397712078 34.6613833370681)",Electrical,4.5286397710,34.6613833300,A1
"POINT (4.52863581209401 34.6614313123984)",Electrical,4.5286358120,34.6614313100,A1
"POINT (4.5286310066581 34.6614906101065)",Electrical,4.5286310060,34.6614906100,A1
"POINT (4.52862512731439 34.6615624836296)",Electrical,4.5286251270,34.6615624800,A1
"POINT (4.52861915719421 34.661635252563)",Electrical,4.5286191570,34.6616352500,A1
"POINT (4.52861318707402 34.6617080214964)",Electrical,4.5286131870,34.6617080200,A1
"POINT (4.52860730773031 34.6617798950194)",Electrical,4.5286073070,34.6617798900,A1
"POINT (4.52860132889657 34.6618517584562)",Electrical,4.5286013280,34.6618517500,A1
"POINT (4.52859545826642 34.6619245374759)",Electrical,4.5285954580,34.6619245300,A1
"POINT (4.52858948814624 34.6619973064092)",Electrical,4.5285894880,34.6619973000,A1
"POINT (4.52858350830387 34.662069179795)",Electrical,4.5285835080,34.6620691700,A1
"POINT (4.52857762896016 34.6621410533181)",Electrical,4.5285776290,34.6621410500,A1
"POINT (4.52857282352425 34.6622003510262)",Electrical,4.5285728230,34.6622003500,A1
"POINT (4.52856886541909 34.6622483164075)",Electrical,4.5285688650,34.6622483100,A1
"POINT (4.52856405897456 34.6623076240646)",Electrical,4.5285640590,34.6623076200,A1
"POINT (4.52855808014082 34.6623794875014)",Electrical,4.5285580800,34.6623794800,A1
"POINT (4.52855220079711 34.6624513610244)",Electrical,4.5285522000,34.6624513600,A1
"POINT (4.52854623067693 34.6625241299578)",Electrical,4.5285462300,34.6625241300,A1
"POINT (4.52854026055674 34.6625968988912)",Electrical,4.5285402600,34.6625968900,A1
"POINT (4.52853438121303 34.6626687724143)",Electrical,4.5285343810,34.6626687700,A1
"POINT (4.52852850186932 34.6627406459373)",Electrical,4.5285285010,34.6627406400,A1
"POINT (4.52852253174914 34.6628134148707)",Electrical,4.5285225310,34.6628134100,A1
"POINT (4.52851656162895 34.6628861838041)",Electrical,4.5285165610,34.6628861800,A1
"POINT (4.52851068228524 34.6629580573271)",Electrical,4.5285106820,34.6629580500,A1
"POINT (4.52850587584071 34.6630173649842)",Electrical,4.5285058750,34.6630173600,A1
"POINT (4.52850191773555 34.6630653303655)",Electrical,4.5285019170,34.6630653300,A1
"POINT (4.52849701180099 34.6631246279364)",Electrical,4.5284970110,34.6631246200,A1
"POINT (4.52849113245728 34.6631965014595)",Electrical,4.5284911320,34.6631965000,A1
"POINT (4.52848516233709 34.6632692703928)",Electrical,4.5284851620,34.6632692700,A1
"POINT (4.52847919221691 34.6633420393262)",Electrical,4.5284791920,34.6633420300,A1
"POINT (4.5284733128732 34.6634139128493)",Electrical,4.5284733120,34.6634139100,A1
"POINT (4.52846743352949 34.6634857863723)",Electrical,4.5284674330,34.6634857800,A1
"POINT (4.5284614634093 34.6635585553057)",Electrical,4.5284614630,34.6635585500,A1
"POINT (4.52845549328912 34.6636313242391)",Electrical,4.5284554930,34.6636313200,A1
"POINT (4.52844961394541 34.6637031977621)",Electrical,4.5284496130,34.6637031900,A1
"POINT (4.5284437346017 34.6637750712852)",Electrical,4.5284437340,34.6637750700,A1
"POINT (4.52843882866714 34.663834368856)",Electrical,4.5284388280,34.6638343600,A1
"POINT (4.52878036236892 34.6606211706972)",Electrical,4.5287803620,34.6606211700,A1
"POINT (4.52877545744299 34.660680458319)",Electrical,4.5287754570,34.6606804500,A1
"POINT (4.52876957809928 34.6607523318421)",Electrical,4.5287695780,34.6607523300,A1
"POINT (4.52876369875557 34.6608242053651)",Electrical,4.5287636980,34.6608242000,A1
"POINT (4.52875772762676 34.6608969842475)",Electrical,4.5287577270,34.6608969800,A1
"POINT (4.52875175750657 34.6609697531809)",Electrical,4.5287517570,34.6609697500,A1
"POINT (4.52874587816286 34.6610416267039)",Electrical,4.5287458780,34.6610416200,A1
"POINT (4.52873999881915 34.661113500227)",Electrical,4.5287399980,34.6611135000,A1
"POINT (4.52873402869894 34.6611862691604)",Electrical,4.5287340280,34.6611862600,A1
"POINT (4.52872805857876 34.6612590380938)",Electrical,4.5287280580,34.6612590300,A1
"POINT (4.52872217923505 34.6613309116168)",Electrical,4.5287221790,34.6613309100,A1
"POINT (4.52871727430914 34.6613901992387)",Electrical,4.5287172740,34.6613901900,A1
"POINT (4.52871331519532 34.661438174569)",Electrical,4.5287133150,34.6614381700,A1
"POINT (4.52870850975945 34.6614974722771)",Electrical,4.5287085090,34.6614974700,A1
"POINT (4.52870263041574 34.6615693458001)",Electrical,4.5287026300,34.6615693400,A1
"POINT (4.52869665928692 34.6616421246825)",Electrical,4.5286966590,34.6616421200,A1
"POINT (4.52869068916674 34.6617148936159)",Electrical,4.5286906890,34.6617148900,A1
"POINT (4.52868480982303 34.6617867671389)",Electrical,4.5286848090,34.6617867600,A1
"POINT (4.52867893047932 34.661858640662)",Electrical,4.5286789300,34.6618586400,A1
"POINT (4.52867296035914 34.6619314095954)",Electrical,4.5286729600,34.6619314000,A1
"POINT (4.52866699023892 34.6620041785288)",Electrical,4.5286669900,34.6620041700,A1
"POINT (4.52866111089521 34.6620760520518)",Electrical,4.5286611100,34.6620760500,A1
"POINT (4.52865513206147 34.6621479154886)",Electrical,4.5286551320,34.6621479100,A1
"POINT (4.5286503266256 34.6622072131967)",Electrical,4.5286503260,34.6622072100,A1
"POINT (4.52864636751178 34.662255188527)",Electrical,4.5286463670,34.6622551800,A1
"POINT (4.5286415620759 34.6623144862351)",Electrical,4.5286415620,34.6623144800,A1
"POINT (4.52863558324216 34.6623863496719)",Electrical,4.5286355830,34.6623863400,A1
"POINT (4.52862970389845 34.662458223195)",Electrical,4.5286297030,34.6624582200,A1
"POINT (4.52862373276964 34.6625310020774)",Electrical,4.5286237320,34.6625310000,A1
"POINT (4.52861776264943 34.6626037710107)",Electrical,4.5286177620,34.6626037700,A1
"POINT (4.52861188330572 34.6626756445338)",Electrical,4.5286118830,34.6626756400,A1
"POINT (4.52860600396201 34.6627475180569)",Electrical,4.5286060040,34.6627475100,A1
"POINT (4.52860003384182 34.6628202869902)",Electrical,4.5286000330,34.6628202800,A1
"POINT (4.52859406372164 34.6628930559236)",Electrical,4.5285940630,34.6628930500,A1
"POINT (4.52858818437793 34.6629649294467)",Electrical,4.5285881840,34.6629649200,A1
"POINT (4.52858337894205 34.6630242271548)",Electrical,4.5285833780,34.6630242200,A1
"POINT (4.52857941982824 34.6630722024851)",Electrical,4.5285794190,34.6630722000,A1
"POINT (4.52857451490233 34.6631314901069)",Electrical,4.5285745140,34.6631314900,A1
"POINT (4.52856863555862 34.66320336363)",Electrical,4.5285686350,34.6632033600,A1
"POINT (4.52856266543843 34.6632761325633)",Electrical,4.5285626650,34.6632761300,A1
"POINT (4.52855669430962 34.6633489114457)",Electrical,4.5285566940,34.6633489100,A1
"POINT (4.52855081496589 34.6634207849688)",Electrical,4.5285508150,34.6634207800,A1
"POINT (4.52854493562217 34.6634926584919)",Electrical,4.5285449350,34.6634926500,A1
"POINT (4.52853896550199 34.6635654274252)",Electrical,4.5285389650,34.6635654200,A1
"POINT (4.52853299538181 34.6636381963586)",Electrical,4.5285329950,34.6636381900,A1
"POINT (4.5285271160381 34.6637100698817)",Electrical,4.5285271160,34.6637100600,A1
"POINT (4.52852123669439 34.6637819434047)",Electrical,4.5285212360,34.6637819400,A1
"POINT (4.52851633176845 34.6638412310266)",Electrical,4.5285163310,34.6638412300,A1
"POINT (4.52885786446161 34.6606280428167)",Electrical,4.5288578640,34.6606280400,A1
"POINT (4.52885295953571 34.6606873304385)",Electrical,4.5288529590,34.6606873300,A1
"POINT (4.52884708019197 34.6607592039616)",Electrical,4.5288470800,34.6607592000,A1
"POINT (4.52884120084826 34.6608310774846)",Electrical,4.5288412000,34.6608310700,A1
"POINT (4.52883523072807 34.660903846418)",Electrical,4.5288352300,34.6609038400,A1
"POINT (4.52882926060789 34.6609766153514)",Electrical,4.5288292600,34.6609766100,A1
"POINT (4.52882338126418 34.6610484888745)",Electrical,4.5288233810,34.6610484800,A1
"POINT (4.52881750192047 34.6611203623975)",Electrical,4.5288175010,34.6611203600,A1
"POINT (4.52881153079166 34.6611931412799)",Electrical,4.5288115300,34.6611931400,A1
"POINT (4.52880556067147 34.6612659102133)",Electrical,4.5288055600,34.6612659100,A1
"POINT (4.52879968132776 34.6613377837364)",Electrical,4.5287996810,34.6613377800,A1
"POINT (4.52879477640183 34.6613970713582)",Electrical,4.5287947760,34.6613970700,A1
"POINT (4.52879081728804 34.6614450466885)",Electrical,4.5287908170,34.6614450400,A1
"POINT (4.52878601185216 34.6615043443966)",Electrical,4.5287860110,34.6615043400,A1
"POINT (4.52878013250842 34.6615762179197)",Electrical,4.5287801320,34.6615762100,A1
"POINT (4.52877416238824 34.661648986853)",Electrical,4.5287741620,34.6616489800,A1
"POINT (4.52876819226805 34.6617217557864)",Electrical,4.5287681920,34.6617217500,A1
"POINT (4.52876231292434 34.6617936293095)",Electrical,4.5287623120,34.6617936200,A1
"POINT (4.52875643358063 34.6618655028325)",Electrical,4.5287564330,34.6618655000,A1
"POINT (4.52875046346045 34.6619382717659)",Electrical,4.5287504630,34.6619382700,A1
"POINT (4.52874449233164 34.6620110506483)",Electrical,4.5287444920,34.6620110500,A1
"POINT (4.52873861298793 34.6620829241714)",Electrical,4.5287386130,34.6620829200,A1
"POINT (4.52873263415419 34.6621547876081)",Electrical,4.5287326340,34.6621547800,A1
"POINT (4.52872782871829 34.6622140853162)",Electrical,4.5287278280,34.6622140800,A1
"POINT (4.52872386960449 34.6622620606465)",Electrical,4.5287238690,34.6622620600,A1
"POINT (4.52871906416862 34.6623213583546)",Electrical,4.5287190640,34.6623213500,A1
"POINT (4.52871318482488 34.6623932318777)",Electrical,4.5287131840,34.6623932300,A1
"POINT (4.52870720599114 34.6624650953145)",Electrical,4.5287072060,34.6624650900,A1
"POINT (4.52870123587096 34.6625378642479)",Electrical,4.5287012350,34.6625378600,A1
"POINT (4.5286953652408 34.6626106432675)",Electrical,4.5286953650,34.6626106400,A1
"POINT (4.52868938640706 34.6626825067043)",Electrical,4.5286893860,34.6626825000,A1
"POINT (4.52868350706335 34.6627543802274)",Electrical,4.5286835070,34.6627543800,A1
"POINT (4.52867753694317 34.6628271491608)",Electrical,4.5286775360,34.6628271400,A1
"POINT (4.52867156581436 34.6628999280431)",Electrical,4.5286715650,34.6628999200,A1
"POINT (4.52866568647064 34.6629718015662)",Electrical,4.5286656860,34.6629718000,A1
"POINT (4.52866088103474 34.6630310992743)",Electrical,4.5286608810,34.6630310900,A1
"POINT (4.52865692192095 34.6630790746046)",Electrical,4.5286569210,34.6630790700,A1
"POINT (4.52865201699502 34.6631383622264)",Electrical,4.5286520170,34.6631383600,A1
"POINT (4.52864613765131 34.6632102357495)",Electrical,4.5286461370,34.6632102300,A1
"POINT (4.52864016753112 34.6632830046829)",Electrical,4.5286401670,34.6632830000,A1
"POINT (4.52863419741094 34.6633557736163)",Electrical,4.5286341970,34.6633557700,A1
"POINT (4.52862831806723 34.6634276471393)",Electrical,4.5286283180,34.6634276400,A1
"POINT (4.52862243872352 34.6634995206624)",Electrical,4.5286224380,34.6634995200,A1
"POINT (4.52861646860333 34.6635722895958)",Electrical,4.5286164680,34.6635722800,A1
"POINT (4.52861049848315 34.6636450585291)",Electrical,4.5286104980,34.6636450500,A1
"POINT (4.52860461813081 34.6637169420012)",Electrical,4.5286046180,34.6637169400,A1
"POINT (4.5285987387871 34.6637888155243)",Electrical,4.5285987380,34.6637888100,A1
"POINT (4.52859383386117 34.6638481031461)",Electrical,4.5285938330,34.6638481000,A1
"POINT (4.52893544962587 34.6606331040803)",Electrical,4.5289354490,34.6606331000,A1
"POINT (4.52893108935878 34.6606870192403)",Electrical,4.5289310890,34.6606870100,A1
"POINT (4.52892663061029 34.6607409143649)",Electrical,4.5289266300,34.6607409100,A1
"POINT (4.52892146105987 34.6608038036633)",Electrical,4.5289214610,34.6608038000,A1
"POINT (4.52891639099949 34.6608667030479)",Electrical,4.5289163910,34.6608667000,A1
"POINT (4.52891122245772 34.6609295823973)",Electrical,4.5289112220,34.6609295800,A1
"POINT (4.52890605290729 34.6609924716956)",Electrical,4.5289060520,34.6609924700,A1
"POINT (4.52890088335689 34.661055360994)",Electrical,4.5289008830,34.6610553600,A1
"POINT (4.52889571380647 34.6611182502924)",Electrical,4.5288957130,34.6611182500,A1
"POINT (4.52889054526469 34.6611811296417)",Electrical,4.5288905450,34.6611811200,A1
"POINT (4.52888537571426 34.6612440189401)",Electrical,4.5288853750,34.6612440100,A1
"POINT (4.52888101544718 34.6612979341)",Electrical,4.5288810150,34.6612979300,A1
"POINT (4.52887655669871 34.6613518292247)",Electrical,4.5288765560,34.6613518200,A1
"POINT (4.52887219643163 34.6614057443846)",Electrical,4.5288721960,34.6614057400,A1
"POINT (4.52886850194233 34.6614501180384)",Electrical,4.5288685010,34.6614501100,A1
"POINT (4.52886414268387 34.6615040232493)",Electrical,4.5288641420,34.6615040200,A1
"POINT (4.52885968292675 34.661557928323)",Electrical,4.5288596820,34.6615579200,A1
"POINT (4.52885522316963 34.6616118333966)",Electrical,4.5288552230,34.6616118300,A1
"POINT (4.52885015411789 34.6616747228323)",Electrical,4.5288501540,34.6616747200,A1
"POINT (4.52884498456746 34.6617376121306)",Electrical,4.5288449840,34.6617376100,A1
"POINT (4.52883981501706 34.661800501429)",Electrical,4.5288398150,34.6618005000,A1
"POINT (4.52883464546663 34.6618633907274)",Electrical,4.5288346450,34.6618633900,A1
"POINT (4.52882947692486 34.6619262700767)",Electrical,4.5288294760,34.6619262700,A1
"POINT (4.52882430737443 34.6619891593751)",Electrical,4.5288243070,34.6619891500,A1
"POINT (4.52881913782403 34.6620520486735)",Electrical,4.5288191370,34.6620520400,A1
"POINT (4.52881406776363 34.6621149480581)",Electrical,4.5288140670,34.6621149400,A1
"POINT (4.52880960901517 34.6621688431827)",Electrical,4.5288096090,34.6621688400,A1
"POINT (4.52880514925805 34.6622227482564)",Electrical,4.5288051490,34.6622227400,A1
"POINT (4.52880155425879 34.6622671319964)",Electrical,4.5288015540,34.6622671300,A1
"POINT (4.5287970955103 34.6623210271211)",Electrical,4.5287970950,34.6623210200,A1
"POINT (4.52879273524321 34.662374942281)",Electrical,4.5287927350,34.6623749400,A1
"POINT (4.52878756569278 34.6624378315794)",Electrical,4.5287875650,34.6624378300,A1
"POINT (4.52878239715101 34.6625007109288)",Electrical,4.5287823970,34.6625007100,A1
"POINT (4.52877722760058 34.6625636002271)",Electrical,4.5287772270,34.6625636000,A1
"POINT (4.52877205805018 34.6626264895255)",Electrical,4.5287720580,34.6626264800,A1
"POINT (4.52876688849975 34.6626893788238)",Electrical,4.5287668880,34.6626893700,A1
"POINT (4.52876181843938 34.6627522782085)",Electrical,4.5287618180,34.6627522700,A1
"POINT (4.52875664989761 34.6628151575578)",Electrical,4.5287566490,34.6628151500,A1
"POINT (4.52875148034718 34.6628780468562)",Electrical,4.5287514800,34.6628780400,A1
"POINT (4.52874702059006 34.6629319519299)",Electrical,4.5287470200,34.6629319500,A1
"POINT (4.52874266133163 34.6629858571408)",Electrical,4.5287426610,34.6629858500,A1
"POINT (4.52873820157451 34.6630397622145)",Electrical,4.5287382010,34.6630397600,A1
"POINT (4.52873460657524 34.6630841459545)",Electrical,4.5287346060,34.6630841400,A1
"POINT (4.52873014782675 34.6631380410792)",Electrical,4.5287301470,34.6631380400,A1
"POINT (4.52872568806963 34.6631919461528)",Electrical,4.5287256880,34.6631919400,A1
"POINT (4.52872132881117 34.6632458513638)",Electrical,4.5287213280,34.6632458500,A1
"POINT (4.52871615926077 34.6633087406621)",Electrical,4.5287161590,34.6633087400,A1
"POINT (4.52871098971035 34.6633716299605)",Electrical,4.5287109890,34.6633716300,A1
"POINT (4.52870582015995 34.6634345192588)",Electrical,4.5287058200,34.6634345100,A1
"POINT (4.52870065060952 34.6634974085572)",Electrical,4.5287006500,34.6634974000,A1
"POINT (4.52869558155777 34.6635602979928)",Electrical,4.5286955810,34.6635602900,A1
"POINT (4.52869041200734 34.6636231872912)",Electrical,4.5286904120,34.6636231800,A1
"POINT (4.52868524245694 34.6636860765896)",Electrical,4.5286852420,34.6636860700,A1
"POINT (4.52868007290652 34.6637489658879)",Electrical,4.5286800720,34.6637489600,A1
"POINT (4.52867561415803 34.6638028610126)",Electrical,4.5286756140,34.6638028600,A1
"POINT (4.52867125389097 34.6638567761725)",Electrical,4.5286712530,34.6638567700,A1
"POINT (4.52901305120859 34.6606399862861)",Electrical,4.5290130510,34.6606399800,A1
"POINT (4.5290085924601 34.6606938814108)",Electrical,4.5290085920,34.6606938800,A1
"POINT (4.52900413270298 34.6607477864844)",Electrical,4.5290041320,34.6607477800,A1
"POINT (4.52899906365124 34.6608106759201)",Electrical,4.5289990630,34.6608106700,A1
"POINT (4.52899389410084 34.6608735652184)",Electrical,4.5289938940,34.6608735600,A1
"POINT (4.52898872455041 34.6609364545168)",Electrical,4.5289887240,34.6609364500,A1
"POINT (4.52898355500001 34.6609993438152)",Electrical,4.5289835550,34.6609993400,A1
"POINT (4.52897838645821 34.6610622231645)",Electrical,4.5289783860,34.6610622200,A1
"POINT (4.52897321690781 34.6611251124629)",Electrical,4.5289732160,34.6611251100,A1
"POINT (4.52896804735738 34.6611880017612)",Electrical,4.5289680470,34.6611880000,A1
"POINT (4.52896287780698 34.6612508910596)",Electrical,4.5289628770,34.6612508900,A1
"POINT (4.52895851854852 34.6613047962705)",Electrical,4.5289585180,34.6613047900,A1
"POINT (4.5289540587914 34.6613587013442)",Electrical,4.5289540580,34.6613587000,A1
"POINT (4.52894969953294 34.6614126065551)",Electrical,4.5289496990,34.6614126000,A1
"POINT (4.52894600403502 34.6614569901579)",Electrical,4.5289460040,34.6614569900,A1
"POINT (4.52894164477656 34.6615108953688)",Electrical,4.5289416440,34.6615108900,A1
"POINT (4.52893718501944 34.6615648004425)",Electrical,4.5289371850,34.6615648000,A1
"POINT (4.528932825761 34.6616187056534)",Electrical,4.5289328250,34.6616187000,A1
"POINT (4.52892765621058 34.6616815949518)",Electrical,4.5289276560,34.6616815900,A1
"POINT (4.52892248666018 34.6617444842502)",Electrical,4.5289224860,34.6617444800,A1
"POINT (4.52891731811838 34.6618073635995)",Electrical,4.5289173180,34.6618073600,A1
"POINT (4.52891214856797 34.6618702528979)",Electrical,4.5289121480,34.6618702500,A1
"POINT (4.52890697901755 34.6619331421962)",Electrical,4.5289069790,34.6619331400,A1
"POINT (4.52890180946715 34.6619960314946)",Electrical,4.5289018090,34.6619960300,A1
"POINT (4.52889664092535 34.662058910844)",Electrical,4.5288966400,34.6620589100,A1
"POINT (4.52889157086498 34.6621218102286)",Electrical,4.5288915700,34.6621218100,A1
"POINT (4.52888711110786 34.6621757153023)",Electrical,4.5288871110,34.6621757100,A1
"POINT (4.52888265235937 34.6622296104269)",Electrical,4.5288826520,34.6622296100,A1
"POINT (4.5288790573601 34.662273994167)",Electrical,4.5288790570,34.6622739900,A1
"POINT (4.52887459760298 34.6623278992406)",Electrical,4.5288745970,34.6623278900,A1
"POINT (4.52887023834452 34.6623818044516)",Electrical,4.5288702380,34.6623818000,A1
"POINT (4.52886506879412 34.6624446937499)",Electrical,4.5288650680,34.6624446900,A1
"POINT (4.52885989924369 34.6625075830483)",Electrical,4.5288598990,34.6625075800,A1
"POINT (4.52885472969329 34.6625704723466)",Electrical,4.5288547290,34.6625704700,A1
"POINT (4.52884956014287 34.662633361645)",Electrical,4.5288495600,34.6626333600,A1
"POINT (4.52884449109112 34.6626962510806)",Electrical,4.5288444910,34.6626962500,A1
"POINT (4.52883932154072 34.662759140379)",Electrical,4.5288393210,34.6627591400,A1
"POINT (4.52883415199029 34.6628220296774)",Electrical,4.5288341520,34.6628220200,A1
"POINT (4.52882898243989 34.6628849189757)",Electrical,4.5288289820,34.6628849100,A1
"POINT (4.5288245236914 34.6629388141004)",Electrical,4.5288245230,34.6629388100,A1
"POINT (4.52882016342431 34.6629927292603)",Electrical,4.5288201630,34.6629927200,A1
"POINT (4.52881570467582 34.663046624385)",Electrical,4.5288157040,34.6630466200,A1
"POINT (4.52881210967656 34.663091008125)",Electrical,4.5288121090,34.6630910000,A1
"POINT (4.52880764991944 34.6631449131987)",Electrical,4.5288076490,34.6631449100,A1
"POINT (4.52880329066098 34.6631988184096)",Electrical,4.5288032900,34.6631988100,A1
"POINT (4.52879883090389 34.6632527234833)",Electrical,4.5287988300,34.6632527200,A1
"POINT (4.52879366135346 34.6633156127816)",Electrical,4.5287936610,34.6633156100,A1
"POINT (4.52878849180306 34.66337850208)",Electrical,4.5287884910,34.6633785000,A1
"POINT (4.52878332326126 34.6634413814294)",Electrical,4.5287833230,34.6634413800,A1
"POINT (4.52877815371086 34.6635042707277)",Electrical,4.5287781530,34.6635042700,A1
"POINT (4.52877308365046 34.6635671701124)",Electrical,4.5287730830,34.6635671700,A1
"POINT (4.52876791410006 34.6636300594107)",Electrical,4.5287679140,34.6636300500,A1
"POINT (4.52876274555826 34.6636929387601)",Electrical,4.5287627450,34.6636929300,A1
"POINT (4.52875757600786 34.6637558280584)",Electrical,4.5287575760,34.6637558200,A1
"POINT (4.52875311625074 34.6638097331321)",Electrical,4.5287531160,34.6638097300,A1
"POINT (4.52874875699228 34.663863638343)",Electrical,4.5287487570,34.6638636300,A1
"POINT (4.52671590837287 34.6567218487)",Panel,4.5267159080,34.6567218400,A2
"POINT (4.52671144861575 34.6567757537736)",Panel,4.5267114480,34.6567757500,A2
"POINT (4.52670698986726 34.6568296488983)",Panel,4.5267069890,34.6568296400,A2
"POINT (4.52670191980689 34.6568925482829)",Panel,4.5267019190,34.6568925400,A2
"POINT (4.52669675025646 34.6569554375813)",Panel,4.5266967500,34.6569554300,A2
"POINT (4.52669158171469 34.6570183169306)",Panel,4.5266915810,34.6570183100,A2
"POINT (4.52668641216426 34.657081206229)",Panel,4.5266864120,34.6570812000,A2
"POINT (4.52668124261386 34.6571440955274)",Panel,4.5266812420,34.6571440900,A2
"POINT (4.52667607306343 34.6572069848257)",Panel,4.5266760730,34.6572069800,A2
"POINT (4.52667100401169 34.6572698742614)",Panel,4.5266710040,34.6572698700,A2
"POINT (4.52666583446126 34.6573327635597)",Panel,4.5266658340,34.6573327600,A2
"POINT (4.52666137470414 34.6573866686334)",Panel,4.5266613740,34.6573866600,A2
"POINT (4.52665701544571 34.6574405738443)",Panel,4.5266570150,34.6574405700,A2
"POINT (4.52665255568859 34.657494478918)",Panel,4.5266525550,34.6574944700,A2
"POINT (4.52664877913638 34.6575406534786)",Panel,4.5266487790,34.6575406500,A2
"POINT (4.52664387421044 34.6575999411005)",Panel,4.5266438740,34.6575999400,A2
"POINT (4.52663799486673 34.6576718146235)",Panel,4.5266379940,34.6576718100,A2
"POINT (4.52663202373792 34.6577445935059)",Panel,4.5266320230,34.6577445900,A2
"POINT (4.52662605361774 34.6578173624393)",Panel,4.5266260530,34.6578173600,A2
"POINT (4.52662017427403 34.6578892359624)",Panel,4.5266201740,34.6578892300,A2
"POINT (4.52661429493032 34.6579611094854)",Panel,4.5266142940,34.6579611000,A2
"POINT (4.52660832481013 34.6580338784188)",Panel,4.5266083240,34.6580338700,A2
"POINT (4.52660235468992 34.6581066473522)",Panel,4.5266023540,34.6581066400,A2
"POINT (4.52659647534621 34.6581785208752)",Panel,4.5265964750,34.6581785200,A2
"POINT (4.5265905960025 34.6582503943983)",Panel,4.5265905960,34.6582503900,A2
"POINT (4.52658579056662 34.6583096921064)",Panel,4.5265857900,34.6583096900,A2
"POINT (4.52658201300578 34.6583558766161)",Panel,4.5265820130,34.6583558700,A2
"POINT (4.52657755425729 34.6584097717407)",Panel,4.5265775540,34.6584097700,A2
"POINT (4.52657309450017 34.6584636768144)",Panel,4.5265730940,34.6584636700,A2
"POINT (4.5265680244398 34.658526576199)",Panel,4.5265680240,34.6585265700,A2
"POINT (4.526562855898 34.6585894555484)",Panel,4.5265628550,34.6585894500,A2
"POINT (4.5265576863476 34.6586523448468)",Panel,4.5265576860,34.6586523400,A2
"POINT (4.52655251679717 34.6587152341451)",Panel,4.5265525160,34.6587152300,A2
"POINT (4.52654734724677 34.6587781234435)",Panel,4.5265473470,34.6587781200,A2
"POINT (4.52654217870497 34.6588410027928)",Panel,4.5265421780,34.6588410000,A2
"POINT (4.5265371086446 34.6589039021775)",Panel,4.5265371080,34.6589039000,A2
"POINT (4.52653193909417 34.6589667914758)",Panel,4.5265319390,34.6589667900,A2
"POINT (4.52652748034568 34.6590206866005)",Panel,4.5265274800,34.6590206800,A2
"POINT (4.52652312007862 34.6590746017604)",Panel,4.5265231200,34.6590746000,A2
"POINT (4.52651866133013 34.6591284968851)",Panel,4.5265186610,34.6591284900,A2
"POINT (4.52651488376929 34.6591746813948)",Panel,4.5265148830,34.6591746800,A2
"POINT (4.52650997884336 34.6592339690166)",Panel,4.5265099780,34.6592339600,A2
"POINT (4.52650409949965 34.6593058425397)",Panel,4.5265040990,34.6593058400,A2
"POINT (4.52649812937946 34.659378611473)",Panel,4.5264981290,34.6593786100,A2
"POINT (4.52649215925928 34.6594513804064)",Panel,4.5264921590,34.6594513800,A2
"POINT (4.52648627991557 34.6595232539295)",Panel,4.5264862790,34.6595232500,A2
"POINT (4.52648040057186 34.6595951274525)",Panel,4.5264804000,34.6595951200,A2
"POINT (4.52647442944305 34.6596679063349)",Panel,4.5264744290,34.6596679000,A2
"POINT (4.52646845932283 34.6597406752683)",Panel,4.5264684590,34.6597406700,A2
"POINT (4.52646257997912 34.6598125487914)",Panel,4.5264625800,34.6598125400,A2
"POINT (4.52645670063541 34.6598844223144)",Panel,4.5264567000,34.6598844200,A2
"POINT (4.52645189519954 34.6599437200225)",Panel,4.5264518950,34.6599437200,A2
"POINT (4.52679341147418 34.6567287108705)",Panel,4.5267934110,34.6567287100,A2
"POINT (4.52678895171706 34.6567826159442)",Panel,4.5267889510,34.6567826100,A2
